UKPRN,Provider name,Subject code,Subject,Question,Responses,Population,Option 1,Option 2,Option 3,Option 4,Positivity,Response Rate,Question Num,index1,Region
UK,UK,CAH26-01-06,Earth sciences, To what extent do you get the right opportunities to give feedback on your course?,859.5,1245.7,354.52,383.51,106.51,15.0,85.9,69.8,Q22,4260,UK
UK,UK,CAH26-01-06,Earth sciences, To what extent are students' opinions about the course valued by staff?,847.4,1245.7,286.73,355.55,152.71,52.45,75.8,69.8,Q23,4261,UK
UK,UK,CAH26-01-06,Earth sciences, How clear is it that students' feedback on the course is acted on?,837.2,1245.7,144.62,329.77,286.44,76.41,56.7,69.8,Q24,4262,UK
UK,UK,CAH26-01-06,Earth sciences, How well does the students' union (association or guild) represent students' academic interests?,754.1,1245.7,136.9,331.07,180.79,105.3,62.1,69.8,Q25,4263,UK
UK,UK,CAH26-01-06,Earth sciences, How well communicated was information about your university/college's mental wellbeing support services?,827.2,1245.7,249.64,384.35,144.78,48.42,76.6,69.8,Q26,4264,UK
UK,UK,CAH01-01-01,Medical sciences (non-specific), How good are teaching staff at explaining things?,211.3,278.1,54.82,136.63,18.33,1.5,90.6,76.0,Q01,4265,UK
UK,UK,CAH01-01-01,Medical sciences (non-specific), How often do teaching staff make the subject engaging?,211.3,278.1,33.99,131.8,39.99,5.5,78.5,76.0,Q02,4266,UK
UK,UK,CAH01-01-01,Medical sciences (non-specific), How often is the course intellectually stimulating?,211.0,278.1,96.14,88.98,23.83,2.0,87.8,76.0,Q03,4267,UK
UK,UK,CAH01-01-01,Medical sciences (non-specific), How often does your course challenge you to achieve your best work?,211.3,278.1,92.63,89.32,27.33,2.0,86.1,76.0,Q04,4268,UK
UK,UK,CAH01-01-01,Medical sciences (non-specific), To what extent have you had the chance to explore ideas and concepts in depth?,210.3,278.1,77.47,107.81,23.5,1.5,88.1,76.0,Q05,4269,UK
UK,UK,CAH01-01-01,Medical sciences (non-specific), How well does your course introduce subjects and skills in a way that builds on what you have already learned?,211.3,278.1,68.32,104.64,34.49,3.83,81.9,76.0,Q06,4270,UK
UK,UK,CAH01-01-01,Medical sciences (non-specific), To what extent have you had the chance to bring together information and ideas from different topics?,209.3,278.1,82.64,95.65,27.66,3.33,85.2,76.0,Q07,4271,UK
UK,UK,CAH01-01-01,Medical sciences (non-specific), To what extent does your course have the right balance of directed and independent study?,210.3,278.1,73.48,94.14,34.16,8.5,79.7,76.0,Q08,4272,UK
UK,UK,CAH01-01-01,Medical sciences (non-specific), How well has your course developed your knowledge and skills that you think you will need for your future?,210.3,278.1,66.32,96.64,39.49,7.83,77.5,76.0,Q09,4273,UK
UK,UK,CAH01-01-01,Medical sciences (non-specific), How clear were the marking criteria used to assess your work?,211.3,278.1,47.81,101.81,48.16,13.5,70.8,76.0,Q10,4274,UK
UK,UK,CAH01-01-01,Medical sciences (non-specific), How fair has the marking and assessment been on your course?,210.3,278.1,35.82,129.8,35.66,9.0,78.8,76.0,Q11,4275,UK
UK,UK,CAH01-01-01,Medical sciences (non-specific), How well have assessments allowed you to demonstrate what you have learned?,211.3,278.1,37.15,109.47,54.66,10.0,69.4,76.0,Q12,4276,UK
UK,UK,CAH01-01-01,Medical sciences (non-specific), How often have you received assessment feedback on time?,211.3,278.1,35.49,90.8,58.99,26.0,59.8,76.0,Q13,4277,UK
UK,UK,CAH01-01-01,Medical sciences (non-specific), How often does feedback help you to improve your work?,211.3,278.1,30.32,76.97,68.66,35.33,50.8,76.0,Q14,4278,UK
UK,UK,CAH01-01-01,Medical sciences (non-specific), How easy was it to contact teaching staff when you needed to?,211.3,278.1,75.64,102.98,31.66,1.0,84.5,76.0,Q15,4279,UK
UK,UK,CAH01-01-01,Medical sciences (non-specific), How well have teaching staff supported your learning?,211.3,278.1,57.3,112.82,35.33,5.83,80.5,76.0,Q16,4280,UK
UK,UK,CAH01-01-01,Medical sciences (non-specific), How well organised is your course?,211.3,278.1,27.83,106.48,58.65,18.32,63.6,76.0,Q17,4281,UK
UK,UK,CAH01-01-01,Medical sciences (non-specific), How well were any changes to teaching on your course communicated?,208.3,278.1,38.32,107.14,50.49,12.33,69.8,76.0,Q18,4282,UK
UK,UK,CAH01-01-01,Medical sciences (non-specific), How well have the IT resources and facilities supported your learning?,200.6,278.1,63.31,111.15,19.66,6.5,87.0,76.0,Q19,4283,UK
UK,UK,CAH01-01-01,Medical sciences (non-specific)," How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",204.8,278.1,90.64,90.14,20.0,4.0,88.3,76.0,Q20,4284,UK
UK,UK,CAH01-01-01,Medical sciences (non-specific)," How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",208.8,278.1,63.64,105.98,37.16,2.0,81.2,76.0,Q21,4285,UK
UK,UK,CAH01-01-01,Medical sciences (non-specific), To what extent do you get the right opportunities to give feedback on your course?,211.3,278.1,76.8,98.48,30.5,5.5,83.0,76.0,Q22,4286,UK
UK,UK,CAH01-01-01,Medical sciences (non-specific), To what extent are students' opinions about the course valued by staff?,211.3,278.1,50.49,91.3,50.99,18.5,67.1,76.0,Q23,4287,UK
UK,UK,CAH01-01-01,Medical sciences (non-specific), How clear is it that students' feedback on the course is acted on?,211.3,278.1,27.16,85.13,74.49,24.5,53.1,76.0,Q24,4288,UK
UK,UK,CAH01-01-01,Medical sciences (non-specific), How well does the students' union (association or guild) represent students' academic interests?,190.0,278.1,42.65,101.47,34.33,11.5,75.9,76.0,Q25,4289,UK
UK,UK,CAH01-01-01,Medical sciences (non-specific), How well communicated was information about your university/college's mental wellbeing support services?,202.0,278.1,63.48,89.48,38.99,10.0,75.7,76.0,Q26,4290,UK
UK,UK,CAH01-01-02,Medicine (non-specific), How good are teaching staff at explaining things?,191.0,249.0,70.0,110.0,10.0,1.0,94.2,76.7,Q01,4291,UK
UK,UK,CAH01-01-02,Medicine (non-specific), How often do teaching staff make the subject engaging?,191.0,249.0,51.0,120.0,17.0,3.0,89.5,76.7,Q02,4292,UK
UK,UK,CAH01-01-02,Medicine (non-specific), How often is the course intellectually stimulating?,191.0,249.0,108.0,69.0,10.0,4.0,92.7,76.7,Q03,4293,UK
UK,UK,CAH01-01-02,Medicine (non-specific), How often does your course challenge you to achieve your best work?,191.0,249.0,96.0,70.0,22.0,3.0,86.9,76.7,Q04,4294,UK
UK,UK,CAH01-01-02,Medicine (non-specific), To what extent have you had the chance to explore ideas and concepts in depth?,191.0,249.0,82.0,75.0,31.0,3.0,82.2,76.7,Q05,4295,UK
UK,UK,CAH01-01-02,Medicine (non-specific), How well does your course introduce subjects and skills in a way that builds on what you have already learned?,190.0,249.0,96.0,78.0,14.0,2.0,91.6,76.7,Q06,4296,UK
UK,UK,CAH01-01-02,Medicine (non-specific), To what extent have you had the chance to bring together information and ideas from different topics?,190.0,249.0,99.0,67.0,23.0,1.0,87.4,76.7,Q07,4297,UK
UK,UK,CAH01-01-02,Medicine (non-specific), To what extent does your course have the right balance of directed and independent study?,191.0,249.0,90.0,67.0,28.0,6.0,82.2,76.7,Q08,4298,UK
UK,UK,CAH01-01-02,Medicine (non-specific), How well has your course developed your knowledge and skills that you think you will need for your future?,191.0,249.0,105.0,65.0,18.0,3.0,89.0,76.7,Q09,4299,UK
UK,UK,CAH01-01-02,Medicine (non-specific), How clear were the marking criteria used to assess your work?,190.0,249.0,58.0,82.0,43.0,7.0,73.7,76.7,Q10,4300,UK
UK,UK,CAH01-01-02,Medicine (non-specific), How fair has the marking and assessment been on your course?,190.0,249.0,61.0,105.0,19.0,5.0,87.4,76.7,Q11,4301,UK
UK,UK,CAH01-01-02,Medicine (non-specific), How well have assessments allowed you to demonstrate what you have learned?,191.0,249.0,42.0,94.0,48.0,7.0,71.2,76.7,Q12,4302,UK
UK,UK,CAH01-01-02,Medicine (non-specific), How often have you received assessment feedback on time?,190.0,249.0,99.0,68.0,20.0,3.0,87.9,76.7,Q13,4303,UK
UK,UK,CAH01-01-02,Medicine (non-specific), How often does feedback help you to improve your work?,191.0,249.0,44.0,84.0,52.0,11.0,67.0,76.7,Q14,4304,UK
UK,UK,CAH01-01-02,Medicine (non-specific), How easy was it to contact teaching staff when you needed to?,189.0,249.0,113.0,64.0,8.0,4.0,93.7,76.7,Q15,4305,UK
UK,UK,CAH01-01-02,Medicine (non-specific), How well have teaching staff supported your learning?,191.0,249.0,81.0,95.0,11.0,4.0,92.1,76.7,Q16,4306,UK
UK,UK,CAH01-01-02,Medicine (non-specific), How well organised is your course?,191.0,249.0,75.0,75.0,27.0,14.0,78.5,76.7,Q17,4307,UK
UK,UK,CAH01-01-02,Medicine (non-specific), How well were any changes to teaching on your course communicated?,189.0,249.0,65.0,88.0,31.0,5.0,81.0,76.7,Q18,4308,UK
UK,UK,CAH01-01-02,Medicine (non-specific), How well have the IT resources and facilities supported your learning?,185.0,249.0,90.0,75.0,16.0,4.0,89.2,76.7,Q19,4309,UK
UK,UK,CAH01-01-02,Medicine (non-specific)," How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",181.0,249.0,91.0,70.0,15.0,5.0,89.0,76.7,Q20,4310,UK
UK,UK,CAH01-01-02,Medicine (non-specific)," How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",187.0,249.0,80.0,85.0,18.0,4.0,88.2,76.7,Q21,4311,UK
UK,UK,CAH01-01-02,Medicine (non-specific), To what extent do you get the right opportunities to give feedback on your course?,188.0,249.0,89.0,67.0,26.0,6.0,83.0,76.7,Q22,4312,UK
UK,UK,CAH01-01-02,Medicine (non-specific), To what extent are students' opinions about the course valued by staff?,188.0,249.0,78.0,80.0,23.0,7.0,84.0,76.7,Q23,4313,UK
UK,UK,CAH01-01-02,Medicine (non-specific), How clear is it that students' feedback on the course is acted on?,188.0,249.0,52.0,77.0,52.0,7.0,68.6,76.7,Q24,4314,UK
UK,UK,CAH01-01-02,Medicine (non-specific), How well does the students' union (association or guild) represent students' academic interests?,171.0,249.0,46.0,87.0,29.0,9.0,77.8,76.7,Q25,4315,UK
UK,UK,CAH01-01-02,Medicine (non-specific), How well communicated was information about your university/college's mental wellbeing support services?,187.0,249.0,81.0,75.0,24.0,7.0,83.4,76.7,Q26,4316,UK
UK,UK,CAH01-01-03,Medicine by specialism, How good are teaching staff at explaining things?,101.0,123.5,23.0,68.0,9.5,0.5,90.1,81.8,Q01,4317,UK
UK,UK,CAH01-01-03,Medicine by specialism, How often do teaching staff make the subject engaging?,101.0,123.5,17.0,61.0,21.0,2.0,77.2,81.8,Q02,4318,UK
UK,UK,CAH01-01-03,Medicine by specialism, How often is the course intellectually stimulating?,101.0,123.5,38.0,50.5,11.0,1.5,87.6,81.8,Q03,4319,UK
UK,UK,CAH01-01-03,Medicine by specialism, How often does your course challenge you to achieve your best work?,101.0,123.5,35.0,48.0,15.0,3.0,82.2,81.8,Q04,4320,UK
UK,UK,CAH01-01-03,Medicine by specialism, To what extent have you had the chance to explore ideas and concepts in depth?,101.0,123.5,27.5,59.0,13.0,1.5,85.6,81.8,Q05,4321,UK
UK,UK,CAH01-01-03,Medicine by specialism, How well does your course introduce subjects and skills in a way that builds on what you have already learned?,101.0,123.5,32.0,49.0,18.5,1.5,80.2,81.8,Q06,4322,UK
UK,UK,CAH01-01-03,Medicine by specialism, To what extent have you had the chance to bring together information and ideas from different topics?,101.0,123.5,30.5,49.5,21.0,0.0,79.2,81.8,Q07,4323,UK
UK,UK,CAH01-01-03,Medicine by specialism, To what extent does your course have the right balance of directed and independent study?,101.0,123.5,32.0,39.5,22.0,7.5,70.8,81.8,Q08,4324,UK
UK,UK,CAH01-01-03,Medicine by specialism, How well has your course developed your knowledge and skills that you think you will need for your future?,101.0,123.5,44.0,48.0,8.5,0.5,91.1,81.8,Q09,4325,UK
UK,UK,CAH01-01-03,Medicine by specialism, How clear were the marking criteria used to assess your work?,101.0,123.5,23.0,38.5,25.5,14.0,60.9,81.8,Q10,4326,UK
UK,UK,CAH01-01-03,Medicine by specialism, How fair has the marking and assessment been on your course?,101.0,123.5,23.5,42.5,28.0,7.0,65.3,81.8,Q11,4327,UK
UK,UK,CAH01-01-03,Medicine by specialism, How well have assessments allowed you to demonstrate what you have learned?,101.0,123.5,19.5,49.5,29.0,3.0,68.3,81.8,Q12,4328,UK
UK,UK,CAH01-01-03,Medicine by specialism, How often have you received assessment feedback on time?,101.0,123.5,36.5,36.0,17.0,11.5,71.8,81.8,Q13,4329,UK
UK,UK,CAH01-01-03,Medicine by specialism, How often does feedback help you to improve your work?,101.0,123.5,21.0,38.5,22.0,19.5,58.9,81.8,Q14,4330,UK
UK,UK,CAH01-01-03,Medicine by specialism, How easy was it to contact teaching staff when you needed to?,101.0,123.5,47.5,38.0,12.0,3.5,84.7,81.8,Q15,4331,UK
UK,UK,CAH01-01-03,Medicine by specialism, How well have teaching staff supported your learning?,101.0,123.5,37.0,49.0,12.5,2.5,85.1,81.8,Q16,4332,UK
UK,UK,CAH01-01-03,Medicine by specialism, How well organised is your course?,101.0,123.5,14.0,41.0,28.0,18.0,54.5,81.8,Q17,4333,UK
UK,UK,CAH01-01-03,Medicine by specialism, How well were any changes to teaching on your course communicated?,99.0,123.5,16.5,49.5,22.5,10.5,66.7,81.8,Q18,4334,UK
UK,UK,CAH01-01-03,Medicine by specialism, How well have the IT resources and facilities supported your learning?,93.5,123.5,26.5,52.0,12.0,3.0,84.0,81.8,Q19,4335,UK
UK,UK,CAH01-01-03,Medicine by specialism," How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",100.0,123.5,42.0,49.0,7.0,2.0,91.0,81.8,Q20,4336,UK
UK,UK,CAH01-01-03,Medicine by specialism," How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",99.5,123.5,32.5,48.5,16.5,2.0,81.4,81.8,Q21,4337,UK
UK,UK,CAH01-01-03,Medicine by specialism, To what extent do you get the right opportunities to give feedback on your course?,100.5,123.5,46.5,39.5,12.5,2.0,85.6,81.8,Q22,4338,UK
UK,UK,CAH01-01-03,Medicine by specialism, To what extent are students' opinions about the course valued by staff?,100.0,123.5,21.0,44.0,20.0,15.0,65.0,81.8,Q23,4339,UK
UK,UK,CAH01-01-03,Medicine by specialism, How clear is it that students' feedback on the course is acted on?,100.5,123.5,14.0,32.0,41.5,13.0,45.8,81.8,Q24,4340,UK
UK,UK,CAH01-01-03,Medicine by specialism, How well does the students' union (association or guild) represent students' academic interests?,78.0,123.5,11.0,45.0,19.0,3.0,71.8,81.8,Q25,4341,UK
UK,UK,CAH01-01-03,Medicine by specialism, How well communicated was information about your university/college's mental wellbeing support services?,97.0,123.5,33.0,44.0,15.5,4.5,79.4,81.8,Q26,4342,UK
UK,UK,CAH01-01-04,Dentistry, How good are teaching staff at explaining things?,194.0,234.0,59.0,118.0,15.0,2.0,91.2,82.9,Q01,4343,UK
UK,UK,CAH01-01-04,Dentistry, How often do teaching staff make the subject engaging?,194.0,234.0,39.0,116.0,37.0,2.0,79.9,82.9,Q02,4344,UK
UK,UK,CAH01-01-04,Dentistry, How often is the course intellectually stimulating?,194.0,234.0,89.0,82.0,18.0,5.0,88.1,82.9,Q03,4345,UK
UK,UK,CAH01-01-04,Dentistry, How often does your course challenge you to achieve your best work?,194.0,234.0,87.0,89.0,14.0,4.0,90.7,82.9,Q04,4346,UK
UK,UK,CAH01-01-04,Dentistry, To what extent have you had the chance to explore ideas and concepts in depth?,191.0,234.0,47.0,105.0,35.0,4.0,79.6,82.9,Q05,4347,UK
UK,UK,CAH01-01-04,Dentistry, How well does your course introduce subjects and skills in a way that builds on what you have already learned?,193.0,234.0,66.0,95.0,29.0,3.0,83.4,82.9,Q06,4348,UK
UK,UK,CAH01-01-04,Dentistry, To what extent have you had the chance to bring together information and ideas from different topics?,194.0,234.0,72.0,85.0,30.0,7.0,80.9,82.9,Q07,4349,UK
UK,UK,CAH01-01-04,Dentistry, To what extent does your course have the right balance of directed and independent study?,194.0,234.0,59.0,89.0,30.0,16.0,76.3,82.9,Q08,4350,UK
UK,UK,CAH01-01-04,Dentistry, How well has your course developed your knowledge and skills that you think you will need for your future?,194.0,234.0,88.0,86.0,16.0,4.0,89.7,82.9,Q09,4351,UK
UK,UK,CAH01-01-04,Dentistry, How clear were the marking criteria used to assess your work?,194.0,234.0,41.0,76.0,52.0,25.0,60.3,82.9,Q10,4352,UK
UK,UK,CAH01-01-04,Dentistry, How fair has the marking and assessment been on your course?,194.0,234.0,25.0,120.0,39.0,10.0,74.7,82.9,Q11,4353,UK
UK,UK,CAH01-01-04,Dentistry, How well have assessments allowed you to demonstrate what you have learned?,194.0,234.0,32.0,119.0,36.0,7.0,77.8,82.9,Q12,4354,UK
UK,UK,CAH01-01-04,Dentistry, How often have you received assessment feedback on time?,193.0,234.0,51.0,78.0,46.0,18.0,66.8,82.9,Q13,4355,UK
