Provider,Level,Subject,Code,Predicted_28_Positivity,Predicted_28_Options,Prediction_Diff
De Montfort University,First degree,Drama,CAH25-02-03,88.2,84.2,-4
De Montfort University,First degree,Dance,CAH25-02-04,89.1,83.4,-5.7
De Montfort University,Other undergraduate,Healthcare science (non-specific),CAH02-05-02,91.3,88.8,-2.5
De Montfort University,Undergraduate with postgraduate component,Pharmacy,CAH02-02-03,83.9,76.2,-7.7
Doreen Bird College of Performing Arts Ltd.,All undergraduates,Music,CAH25-02-02,66.8,62.7,-4.1
Doreen Bird College of Performing Arts Ltd.,All undergraduates,Dance,CAH25-02-04,66.8,62.7,-4.1
Doreen Bird College of Performing Arts Ltd.,First degree,Music,CAH25-02-02,66.8,62.7,-4.1
Doreen Bird College of Performing Arts Ltd.,First degree,Dance,CAH25-02-04,66.8,62.7,-4.1
Drama Studio London Limited,All undergraduates,Drama,CAH25-02-03,68,47.6,-20.4
Drama Studio London Limited,First degree,Drama,CAH25-02-03,68,47.6,-20.4
Central Bedfordshire College,All undergraduates,Childhood and youth studies,CAH15-04-02,48,39,-9
Central Bedfordshire College,Other undergraduate,Childhood and youth studies,CAH15-04-02,48,39,-9
The Windsor Forest Colleges Group,All undergraduates,Education,CAH22-01-01,99.6,93.4,-6.2
The Windsor Forest Colleges Group,Other undergraduate,Education,CAH22-01-01,99.6,93.4,-6.2
Goldsmiths' College,All undergraduates,Psychology (non-specific),CAH04-01-01,64.9,52.6,-12.3
Goldsmiths' College,All undergraduates,Others in psychology,CAH04-01-05,76.2,67.1,-9.1
Goldsmiths' College,All undergraduates,Computer science,CAH11-01-01,67.6,52.3,-15.3
Goldsmiths' College,All undergraduates,Sociology,CAH15-01-02,70.9,55.2,-15.7
Goldsmiths' College,All undergraduates,Anthropology,CAH15-01-04,79.8,71.7,-8.1
Goldsmiths' College,All undergraduates,Economics,CAH15-02-01,59.5,48,-11.5
Goldsmiths' College,All undergraduates,Politics,CAH15-03-01,63.9,49.6,-14.3
Goldsmiths' College,All undergraduates,Social work,CAH15-04-01,69.1,51.5,-17.6
Goldsmiths' College,All undergraduates,Law,CAH16-01-01,88.2,81.5,-6.7
Goldsmiths' College,All undergraduates,Marketing,CAH17-01-03,60.5,43.3,-17.2
Goldsmiths' College,All undergraduates,Management studies,CAH17-01-04,69.4,53.4,-16
Goldsmiths' College,All undergraduates,English studies (non-specific),CAH19-01-01,74.8,70,-4.8
Goldsmiths' College,All undergraduates,History,CAH20-01-01,77.3,65.8,-11.5
Goldsmiths' College,All undergraduates,"History of art, architecture and design",CAH20-01-02,78.4,75.3,-3.1
Goldsmiths' College,All undergraduates,Education,CAH22-01-01,84.9,75.5,-9.4
Goldsmiths' College,All undergraduates,Media studies,CAH24-01-05,74.4,65.3,-9.1
Goldsmiths' College,All undergraduates,Art,CAH25-01-02,90.4,88.8,-1.6
Goldsmiths' College,All undergraduates,Design studies,CAH25-01-03,85.9,77.7,-8.2
Goldsmiths' College,All undergraduates,Music,CAH25-02-02,65,46.7,-18.3
Goldsmiths' College,All undergraduates,Drama,CAH25-02-03,71.8,57.9,-13.9
Goldsmiths' College,First degree,Psychology (non-specific),CAH04-01-01,64.9,52.6,-12.3
Goldsmiths' College,First degree,Others in psychology,CAH04-01-05,76.2,67.1,-9.1
Goldsmiths' College,First degree,Computer science,CAH11-01-01,67.6,52.3,-15.3
Goldsmiths' College,First degree,Sociology,CAH15-01-02,70.9,55.2,-15.7
Goldsmiths' College,First degree,Anthropology,CAH15-01-04,79.8,71.7,-8.1
Goldsmiths' College,First degree,Economics,CAH15-02-01,59.5,48,-11.5
Goldsmiths' College,First degree,Politics,CAH15-03-01,63.9,49.6,-14.3
Goldsmiths' College,First degree,Social work,CAH15-04-01,69.1,51.5,-17.6
Goldsmiths' College,First degree,Law,CAH16-01-01,88.2,81.5,-6.7
Goldsmiths' College,First degree,Marketing,CAH17-01-03,60.5,43.3,-17.2
Goldsmiths' College,First degree,Management studies,CAH17-01-04,69.4,53.4,-16
Goldsmiths' College,First degree,English studies (non-specific),CAH19-01-01,74.8,70,-4.8
Goldsmiths' College,First degree,History,CAH20-01-01,77.3,65.8,-11.5
Goldsmiths' College,First degree,"History of art, architecture and design",CAH20-01-02,78.4,75.3,-3.1
Goldsmiths' College,First degree,Education,CAH22-01-01,84.9,75.5,-9.4
Goldsmiths' College,First degree,Media studies,CAH24-01-05,74.4,65.3,-9.1
Goldsmiths' College,First degree,Art,CAH25-01-02,90.4,88.8,-1.6
Goldsmiths' College,First degree,Design studies,CAH25-01-03,85.9,77.7,-8.2
Goldsmiths' College,First degree,Music,CAH25-02-02,65,46.7,-18.3
Goldsmiths' College,First degree,Drama,CAH25-02-03,71.8,57.9,-13.9
Riverside College,All undergraduates,"Counselling, psychotherapy and occupational therapy",CAH02-06-07,100.4,92.4,-8
Riverside College,Other undergraduate,"Counselling, psychotherapy and occupational therapy",CAH02-06-07,100.4,92.4,-8
East Sussex College Group,All undergraduates,Management studies,CAH17-01-04,72.4,53.2,-19.2
East Sussex College Group,Other undergraduate,Management studies,CAH17-01-04,72.4,53.2,-19.2
Hereford College of Arts,All undergraduates,Design studies,CAH25-01-03,81.9,85,3.1
Hereford College of Arts,All undergraduates,Others in creative arts and design,CAH25-01-05,86.7,89.3,2.6
Hereford College of Arts,First degree,Design studies,CAH25-01-03,81.9,85,3.1
Hereford College of Arts,First degree,Others in creative arts and design,CAH25-01-05,86.7,89.3,2.6
ICON College of Technology and Management Ltd,All undergraduates,Computer science,CAH11-01-01,75.9,69.3,-6.6
ICON College of Technology and Management Ltd,All undergraduates,Health studies,CAH15-04-03,92.3,90.4,-1.9
ICON College of Technology and Management Ltd,All undergraduates,Business studies,CAH17-01-02,86.9,80.4,-6.5
ICON College of Technology and Management Ltd,All undergraduates,"Tourism, transport and travel",CAH17-01-06,91.4,86.6,-4.8
ICON College of Technology and Management Ltd,All undergraduates,Education,CAH22-01-01,82.7,77.2,-5.5
ICON College of Technology and Management Ltd,All undergraduates,Teacher training,CAH22-01-02,82.7,77.2,-5.5
ICON College of Technology and Management Ltd,Other undergraduate,Computer science,CAH11-01-01,75.9,69.3,-6.6
ICON College of Technology and Management Ltd,Other undergraduate,Health studies,CAH15-04-03,92.3,90.4,-1.9
ICON College of Technology and Management Ltd,Other undergraduate,Business studies,CAH17-01-02,86.9,80.4,-6.5
ICON College of Technology and Management Ltd,Other undergraduate,"Tourism, transport and travel",CAH17-01-06,91.4,86.6,-4.8
ICON College of Technology and Management Ltd,Other undergraduate,Education,CAH22-01-01,82.7,77.2,-5.5
ICON College of Technology and Management Ltd,Other undergraduate,Teacher training,CAH22-01-02,82.7,77.2,-5.5
"Imperial College of Science, Technology and Medicine",All undergraduates,Medicine (non-specific),CAH01-01-02,78.8,73.8,-5
"Imperial College of Science, Technology and Medicine",All undergraduates,Biomedical sciences (non-specific),CAH02-05-03,79.3,77.4,-1.9
"Imperial College of Science, Technology and Medicine",All undergraduates,Biology (non-specific),CAH03-01-02,82,80.4,-1.6
"Imperial College of Science, Technology and Medicine",All undergraduates,"Molecular biology, biophysics and biochemistry",CAH03-01-08,83.7,82.2,-1.5
"Imperial College of Science, Technology and Medicine",All undergraduates,Physics,CAH07-01-01,75,64.1,-10.9
"Imperial College of Science, Technology and Medicine",All undergraduates,Chemistry,CAH07-02-01,88.4,82.2,-6.2
"Imperial College of Science, Technology and Medicine",All undergraduates,Mathematics,CAH09-01-01,91.6,90.1,-1.5
"Imperial College of Science, Technology and Medicine",All undergraduates,Engineering (non-specific),CAH10-01-01,94.4,95.1,0.7
"Imperial College of Science, Technology and Medicine",All undergraduates,Mechanical engineering,CAH10-01-02,93.6,87.6,-6
"Imperial College of Science, Technology and Medicine",All undergraduates,Aeronautical and aerospace engineering,CAH10-01-04,85.2,83.7,-1.5
"Imperial College of Science, Technology and Medicine",All undergraduates,"Bioengineering, medical and biomedical engineering",CAH10-01-06,88.4,74.9,-13.5
"Imperial College of Science, Technology and Medicine",All undergraduates,Civil engineering,CAH10-01-07,90.5,90,-0.5
"Imperial College of Science, Technology and Medicine",All undergraduates,Electrical and electronic engineering,CAH10-01-08,80.1,71.3,-8.8
"Imperial College of Science, Technology and Medicine",All undergraduates,"Chemical, process and energy engineering",CAH10-01-09,86.2,85.6,-0.6
"Imperial College of Science, Technology and Medicine",All undergraduates,Materials technology,CAH10-03-02,76.2,68.1,-8.1
"Imperial College of Science, Technology and Medicine",All undergraduates,Computer science,CAH11-01-01,85.1,81.3,-3.8
"Imperial College of Science, Technology and Medicine",All undergraduates,Earth sciences,CAH26-01-06,92.1,91.8,-0.3
"Imperial College of Science, Technology and Medicine",First degree,Biomedical sciences (non-specific),CAH02-05-03,79.3,77.4,-1.9
"Imperial College of Science, Technology and Medicine",First degree,Biology (non-specific),CAH03-01-02,82,80.4,-1.6
"Imperial College of Science, Technology and Medicine",First degree,"Molecular biology, biophysics and biochemistry",CAH03-01-08,83.7,82.2,-1.5
"Imperial College of Science, Technology and Medicine",First degree,Physics,CAH07-01-01,62.2,55.9,-6.3
"Imperial College of Science, Technology and Medicine",First degree,Chemistry,CAH07-02-01,84.1,81.9,-2.2
"Imperial College of Science, Technology and Medicine",First degree,Mathematics,CAH09-01-01,92.6,91.6,-1
"Imperial College of Science, Technology and Medicine",First degree,Computer science,CAH11-01-01,85.2,80.9,-4.3
"Imperial College of Science, Technology and Medicine",Undergraduate with postgraduate component,Medicine (non-specific),CAH01-01-02,78.8,73.8,-5
"Imperial College of Science, Technology and Medicine",Undergraduate with postgraduate component,Physics,CAH07-01-01,79.2,68,-11.2
"Imperial College of Science, Technology and Medicine",Undergraduate with postgraduate component,Chemistry,CAH07-02-01,89.9,83.5,-6.4
"Imperial College of Science, Technology and Medicine",Undergraduate with postgraduate component,Mathematics,CAH09-01-01,90.4,88.1,-2.3
"Imperial College of Science, Technology and Medicine",Undergraduate with postgraduate component,Engineering (non-specific),CAH10-01-01,94.4,95.1,0.7
"Imperial College of Science, Technology and Medicine",Undergraduate with postgraduate component,Mechanical engineering,CAH10-01-02,93.6,87.6,-6
"Imperial College of Science, Technology and Medicine",Undergraduate with postgraduate component,Aeronautical and aerospace engineering,CAH10-01-04,85.2,83.7,-1.5
"Imperial College of Science, Technology and Medicine",Undergraduate with postgraduate component,"Bioengineering, medical and biomedical engineering",CAH10-01-06,92.3,78.5,-13.8
"Imperial College of Science, Technology and Medicine",Undergraduate with postgraduate component,Civil engineering,CAH10-01-07,90.5,90,-0.5
"Imperial College of Science, Technology and Medicine",Undergraduate with postgraduate component,Electrical and electronic engineering,CAH10-01-08,81,74.7,-6.3
"Imperial College of Science, Technology and Medicine",Undergraduate with postgraduate component,"Chemical, process and energy engineering",CAH10-01-09,86.2,85.6,-0.6
"Imperial College of Science, Technology and Medicine",Undergraduate with postgraduate component,Materials technology,CAH10-03-02,80.1,74.9,-5.2
"Imperial College of Science, Technology and Medicine",Undergraduate with postgraduate component,Computer science,CAH11-01-01,85,82.6,-2.4
"Imperial College of Science, Technology and Medicine",Undergraduate with postgraduate component,Earth sciences,CAH26-01-06,95,95.5,0.5
University of Winchester,All undergraduates,Adult nursing,CAH02-04-02,74.1,61.3,-12.8
University of Winchester,All undergraduates,Sport and exercise sciences,CAH03-02-01,83.8,75.6,-8.2
University of Winchester,All undergraduates,Psychology (non-specific),CAH04-01-01,70.6,55.7,-14.9
University of Winchester,All undergraduates,Applied psychology,CAH04-01-02,83.3,71.7,-11.6
University of Winchester,All undergraduates,Software engineering,CAH11-01-04,69.3,61.3,-8
University of Winchester,All undergraduates,Sociology,CAH15-01-02,71,55.3,-15.7
University of Winchester,All undergraduates,Social work,CAH15-04-01,75.4,56.8,-18.6
University of Winchester,All undergraduates,Health studies,CAH15-04-03,97.3,90.1,-7.2
University of Winchester,All undergraduates,Law,CAH16-01-01,81.7,62.4,-19.3
University of Winchester,All undergraduates,"Tourism, transport and travel",CAH17-01-06,88.3,81.6,-6.7
University of Winchester,All undergraduates,Literature in English,CAH19-01-03,79.2,72.9,-6.3
University of Winchester,All undergraduates,History,CAH20-01-01,83.6,77.5,-6.1
University of Winchester,All undergraduates,Education,CAH22-01-01,89,81,-8
University of Winchester,All undergraduates,Teacher training,CAH22-01-02,81.8,72.4,-9.4
University of Winchester,All undergraduates,Journalism,CAH24-01-04,70.8,58.3,-12.5
University of Winchester,All undergraduates,Music,CAH25-02-02,91.8,88,-3.8
University of Winchester,First degree,Adult nursing,CAH02-04-02,74.1,61.3,-12.8
University of Winchester,First degree,Sport and exercise sciences,CAH03-02-01,83.8,75.6,-8.2
University of Winchester,First degree,Psychology (non-specific),CAH04-01-01,70.6,55.7,-14.9
University of Winchester,First degree,Applied psychology,CAH04-01-02,83.3,71.7,-11.6
University of Winchester,First degree,Software engineering,CAH11-01-04,69.3,61.3,-8
University of Winchester,First degree,Sociology,CAH15-01-02,71,55.3,-15.7
University of Winchester,First degree,Social work,CAH15-04-01,75.4,56.8,-18.6
University of Winchester,First degree,Health studies,CAH15-04-03,97.3,90.1,-7.2
University of Winchester,First degree,Law,CAH16-01-01,81.7,62.4,-19.3
University of Winchester,First degree,"Tourism, transport and travel",CAH17-01-06,88.3,81.6,-6.7
University of Winchester,First degree,Literature in English,CAH19-01-03,79.2,72.9,-6.3
University of Winchester,First degree,History,CAH20-01-01,83.6,77.5,-6.1
University of Winchester,First degree,Education,CAH22-01-01,89,81,-8
University of Winchester,First degree,Teacher training,CAH22-01-02,81.8,72.4,-9.4
University of Winchester,First degree,Journalism,CAH24-01-04,70.8,58.3,-12.5
University of Winchester,First degree,Music,CAH25-02-02,91.8,88,-3.8
King's College London,All undergraduates,Medicine (non-specific),CAH01-01-02,63.7,49.7,-14
King's College London,All undergraduates,Dentistry,CAH01-01-04,38.6,29,-9.6
King's College London,All undergraduates,Pharmacology,CAH02-02-01,73.5,64.5,-9
King's College London,All undergraduates,Pharmacy,CAH02-02-03,77.6,67.9,-9.7
King's College London,All undergraduates,Adult nursing,CAH02-04-02,80.8,69.8,-11
King's College London,All undergraduates,Midwifery,CAH02-04-04,71.6,60,-11.6
King's College London,All undergraduates,Children's nursing,CAH02-04-05,74,64.3,-9.7
King's College London,All undergraduates,Mental health nursing,CAH02-04-07,73.2,67,-6.2
King's College London,All undergraduates,Biomedical sciences (non-specific),CAH02-05-03,76.9,72.5,-4.4
King's College London,All undergraduates,Nutrition and dietetics,CAH02-06-02,74.3,65.8,-8.5
King's College London,All undergraduates,Physiotherapy,CAH02-06-05,65.4,47.4,-18
King's College London,All undergraduates,Genetics,CAH03-01-07,80.1,76.6,-3.5
King's College London,All undergraduates,"Molecular biology, biophysics and biochemistry",CAH03-01-08,77.7,70.1,-7.6
King's College London,All undergraduates,Sport and exercise sciences,CAH03-02-01,81.8,78.6,-3.2
King's College London,All undergraduates,Psychology (non-specific),CAH04-01-01,79.7,73.3,-6.4
King's College London,All undergraduates,Physics,CAH07-01-01,73.2,66,-7.2
King's College London,All undergraduates,Chemistry,CAH07-02-01,66.3,48.8,-17.5
King's College London,All undergraduates,Mathematics,CAH09-01-01,82.1,78.9,-3.2
King's College London,All undergraduates,Engineering (non-specific),CAH10-01-01,61.8,39,-22.8
